date,ticker,tf,conf,dirn,src,atr_w,ai_w,atr_th,atr_gr,ai_th,ai_gr
2026-06-16,MARUTI.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.27,0.74,1,1,0,0
2026-06-26,MARUTI.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.19,0.48,0,0,0,0
2026-06-26,MARUTI.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.24,0.68,1,1,0,1
2026-07-08,MARUTI.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.23,0.59,1,1,1,1
2026-07-08,MARUTI.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.3,0.83,1,1,0,1
2026-01-01,VEDL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.41,1,1,1,1
2026-01-01,VEDL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.3,1.44,1,1,1,1
2026-01-13,VEDL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.58,1,1,1,1
2026-01-23,VEDL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.26,0.67,1,1,1,1
2026-01-23,VEDL.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.34,2.72,1,1,1,1
2026-02-05,VEDL.NS,1D,LOW,BULLISH,nvidia:meta/llama-3.1-8b-instruct,0.58,1.63,1,1,1,1
2026-02-27,VEDL.NS,INTRADAY,MEDIUM,BULLISH,cerebras:gemma-4-31b,0.26,0.67,1,1,1,1
2026-02-27,VEDL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.34,0.95,1,1,1,1
2026-03-12,VEDL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.35,0.87,1,1,1,1
2026-03-12,VEDL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.45,1.23,0,0,0,0
2026-03-24,VEDL.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.53,2.07,0,0,0,0
2026-04-08,VEDL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.35,0.47,1,1,1,1
2026-04-08,VEDL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.45,1.81,1,1,1,1
2026-04-21,VEDL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.31,0.79,1,1,1,1
2026-04-21,VEDL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.4,1.11,1,1,0,1
2026-05-01,VEDL.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,2.58,7.17,0,0,1,1
2026-05-25,VEDL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.46,1.28,1,1,1,1
2026-06-04,VEDL.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.4,2.26,1,1,1,1
2026-06-16,VEDL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:meta/llama-3.1-8b-instruct,0.38,0.98,1,1,1,1
2026-06-16,VEDL.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.49,1.36,1,1,0,0
2026-06-26,VEDL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.38,0.96,0,0,0,0
2026-06-26,VEDL.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.48,1.35,1,1,0,1
2026-01-01,INFY.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.16,0.41,1,1,1,1
2026-01-01,INFY.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.21,0.58,1,1,1,1
2026-01-13,INFY.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.21,0.59,1,1,1,1
2026-01-23,INFY.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.17,0.46,1,1,0,0
2026-01-23,INFY.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.23,0.63,1,1,1,1
2026-02-05,INFY.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.36,1.81,1,1,1,1
2026-02-17,INFY.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.53,1.46,1,1,1,1
2026-02-27,INFY.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.48,1.34,1,1,1,1
2026-03-24,INFY.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.27,0.68,1,1,1,1
2026-03-24,INFY.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.35,0.95,1,1,0,1
2026-04-08,INFY.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.3,0.75,1,1,1,1
2026-04-08,INFY.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.38,1.05,0,0,0,0
2026-04-21,INFY.NS,INTRADAY,MEDIUM,BULLISH,cerebras:gemma-4-31b,0.26,0.65,1,1,1,1
2026-05-01,INFY.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.35,0.97,1,1,1,1
2026-05-13,INFY.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.33,0.92,1,1,1,1
2026-06-04,INFY.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.27,0.69,1,1,1,1
2026-06-26,INFY.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.38,3.64,1,1,1,1
2026-01-13,TCS.NS,INTRADAY,MEDIUM,BULLISH,nvidia:meta/llama-3.1-8b-instruct,0.16,0.41,1,1,0,1
2026-01-13,TCS.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.57,0,0,0,0
2026-01-23,TCS.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.25,0.69,1,1,0,0
2026-02-05,TCS.NS,INTRADAY,MEDIUM,BULLISH,groq:llama-3.1-8b-instant,0.24,0.63,1,1,1,1
2026-02-05,TCS.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.31,1.36,0,0,0,1
2026-02-17,TCS.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.44,1.24,1,1,1,1
2026-02-27,TCS.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.38,3.64,1,1,1,1
2026-03-12,TCS.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.32,0.89,1,1,1,1
2026-03-24,TCS.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.31,1.7,1,1,1,1
2026-04-08,TCS.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.25,0.65,1,1,0,1
2026-04-21,TCS.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.6,0,0,0,0
2026-05-13,TCS.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.32,0.87,1,1,1,1
2026-05-25,TCS.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.28,1.08,1,1,1,1
2026-06-04,TCS.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.37,2.9,1,1,1,1
2026-06-16,TCS.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.38,2.06,1,1,1,1
2026-06-26,TCS.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.29,0.8,1,1,1,1
2026-07-08,TCS.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.38,3.04,1,1,1,1
2026-01-01,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.15,0.25,1,1,1,1
2026-01-01,ICICIBANK.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.36,1,1,1,1
2026-01-13,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.15,0.36,1,1,0,1
2026-01-13,ICICIBANK.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.2,0.5,1,1,0,1
2026-01-23,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.51,1,1,1,1
2026-01-23,ICICIBANK.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.26,0.72,1,1,1,1
2026-02-05,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.52,1,1,1,1
2026-02-05,ICICIBANK.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.26,0.72,1,1,1,1
2026-02-17,ICICIBANK.NS,1D,HIGH,BULLISH,gemini:gemini-flash-lite-latest,0.23,0.62,1,1,0,0
2026-02-27,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.15,0.36,1,1,1,1
2026-03-12,ICICIBANK.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.3,0.83,1,1,1,1
2026-03-24,ICICIBANK.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.35,0.96,0,0,0,0
2026-04-08,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.26,0.66,1,1,1,1
2026-04-08,ICICIBANK.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.34,0.93,0,0,0,0
2026-04-21,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.26,0.67,1,1,0,0
2026-05-01,ICICIBANK.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.27,2.2,0,0,0,1
2026-05-13,ICICIBANK.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.22,1.78,0,0,0,1
2026-05-25,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.45,0,1,0,0
2026-05-25,ICICIBANK.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.23,1.78,1,1,1,1
2026-06-04,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.19,0.47,1,1,1,1
2026-06-16,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.19,0.49,1,1,0,0
2026-06-16,ICICIBANK.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.25,2.1,1,1,1,1
2026-06-26,ICICIBANK.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.62,1,1,1,1
2026-07-08,ICICIBANK.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.18,0.44,1,1,1,1
2026-07-08,ICICIBANK.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.62,1,1,1,1
2026-01-01,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.17,0.44,1,1,1,1
2026-01-13,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.49,1,1,1,1
2026-01-13,ADANIENT.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.25,1.98,1,1,1,1
2026-01-23,ADANIENT.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.42,1.17,0,0,0,0
2026-02-05,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.36,0.92,0,1,0,0
2026-02-05,ADANIENT.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.46,1.28,0,0,0,0
2026-02-17,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.31,0.81,1,1,0,0
2026-02-17,ADANIENT.NS,1D,HIGH,BULLISH,gemini:gemini-flash-lite-latest,0.4,1.13,1,1,0,0
2026-02-27,ADANIENT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.33,1.32,0,0,0,1
2026-03-12,ADANIENT.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.38,1.06,1,1,1,1
2026-03-24,ADANIENT.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.46,1.28,0,0,0,0
2026-04-08,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.4,1.03,1,1,1,1
2026-04-08,ADANIENT.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.52,2.06,1,1,1,1
2026-04-21,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.37,0.95,1,1,1,1
2026-04-21,ADANIENT.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.48,3.86,1,1,1,1
2026-05-01,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.3,0.74,0,0,0,0
2026-05-01,ADANIENT.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.38,2.08,1,1,1,1
2026-05-13,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.31,0.79,1,1,1,1
2026-05-13,ADANIENT.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.4,1.1,1,1,1,1
2026-05-25,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.32,0.8,0,1,0,0
2026-05-25,ADANIENT.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.4,1.11,1,1,1,1
2026-06-04,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.27,0.7,1,1,0,0
2026-06-04,ADANIENT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.35,0.97,1,1,1,1
2026-06-16,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.25,0.64,1,1,1,1
2026-06-16,ADANIENT.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.32,0.89,1,1,0,1
2026-06-26,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.24,0.61,0,0,0,0
2026-06-26,ADANIENT.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.31,0.85,0,0,0,0
2026-07-08,ADANIENT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.29,0.74,1,1,1,1
2026-07-08,ADANIENT.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.37,1.05,1,1,1,1
2026-01-01,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.47,1,1,0,1
2026-01-01,JSWSTEEL.NS,1D,LOW,BULLISH,cerebras:gemma-4-31b,0.23,1.07,1,1,1,1
2026-01-13,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.51,1,1,1,1
2026-01-13,JSWSTEEL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.26,0.72,1,1,1,1
2026-01-23,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.51,1,1,1,1
2026-01-23,JSWSTEEL.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.26,0.72,1,1,1,1
2026-02-05,JSWSTEEL.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.29,0.81,0,0,0,0
2026-02-17,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.5,1,1,0,0
2026-02-27,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.17,0.43,1,1,1,1
2026-02-27,JSWSTEEL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.22,0.61,1,1,0,1
2026-03-12,JSWSTEEL.NS,1D,MEDIUM,BEARISH,gemini:gemini-flash-lite-latest,0.36,1.0,1,1,1,1
2026-03-24,JSWSTEEL.NS,1D,LOW,BEARISH,gemini:gemini-flash-lite-latest,0.48,1.88,0,0,0,1
2026-04-08,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.31,0.81,1,1,0,1
2026-04-08,JSWSTEEL.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.4,3.06,1,1,1,1
2026-04-21,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.25,0.64,1,1,1,1
2026-05-01,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.21,0.55,0,0,0,0
2026-05-01,JSWSTEEL.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.27,0.78,1,1,1,1
2026-05-13,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.19,0.48,1,1,0,1
2026-05-13,JSWSTEEL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.24,0.69,1,1,1,1
2026-05-25,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.19,0.48,1,1,0,1
2026-05-25,JSWSTEEL.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.24,0.68,1,1,1,1
2026-06-04,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.47,1,1,1,1
2026-06-04,JSWSTEEL.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.23,0.64,1,1,0,1
2026-06-16,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.21,0.54,1,1,1,1
2026-06-26,JSWSTEEL.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.19,0.48,0,0,0,0
2026-06-26,JSWSTEEL.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.24,1.39,1,1,1,1
2026-07-08,JSWSTEEL.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.24,0.92,1,1,1,1
2026-01-01,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.15,0.37,1,1,0,0
2026-01-01,SUNPHARMA.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.2,0.53,1,1,0,1
2026-01-13,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.16,0.4,1,1,1,1
2026-01-13,SUNPHARMA.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.2,1.58,1,1,1,1
2026-01-23,SUNPHARMA.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.31,2.38,1,1,1,1
2026-02-05,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.24,0.25,1,1,0,0
2026-02-05,SUNPHARMA.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.31,0.88,1,1,0,0
2026-02-17,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.45,0,1,0,0
2026-02-17,SUNPHARMA.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.23,0.63,1,1,1,1
2026-02-27,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.15,0.34,1,1,1,1
2026-02-27,SUNPHARMA.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.47,1,1,1,1
2026-03-12,SUNPHARMA.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.62,1,1,0,0
2026-03-24,SUNPHARMA.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.26,1.02,1,1,1,1
2026-04-08,SUNPHARMA.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.36,2.34,1,1,1,1
2026-04-21,SUNPHARMA.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.36,2.46,1,1,1,1
2026-05-01,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.25,0.63,0,0,0,0
2026-05-01,SUNPHARMA.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.32,2.05,1,1,1,1
2026-05-13,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.26,0.66,1,1,1,1
2026-05-13,SUNPHARMA.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.33,0.93,1,1,1,1
2026-05-25,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.21,0.52,1,1,0,1
2026-05-25,SUNPHARMA.NS,1D,LOW,BULLISH,gemini:gemini-flash-lite-latest,0.27,0.74,1,1,0,0
2026-06-04,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.19,0.5,1,1,1,1
2026-06-04,SUNPHARMA.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.25,0.7,1,1,1,1
2026-06-16,SUNPHARMA.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.21,0.58,1,1,1,1
2026-06-26,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.15,0.32,0,0,0,0
2026-06-26,SUNPHARMA.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.44,1,1,1,1
2026-07-08,SUNPHARMA.NS,INTRADAY,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.15,0.38,1,1,1,1
2026-07-08,SUNPHARMA.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,0.52,1,1,1,1
2026-01-01,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.15,0.15,1,1,0,0
2026-01-01,LT.NS,1D,MEDIUM,BULLISH,gemini:gemini-flash-lite-latest,0.2,1.08,1,1,1,1
2026-01-13,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.47,1,1,1,1
2026-01-13,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.23,0.65,1,1,0,0
2026-01-23,LT.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.27,0.77,0,1,1,1
2026-02-05,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.26,0.72,1,1,0,0
2026-02-17,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.47,0,1,0,0
2026-02-27,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.18,0.46,1,1,1,1
2026-02-27,LT.NS,1D,LOW,BULLISH,nvidia:meta/llama-3.1-8b-instruct,0.23,1.0,0,0,0,0
2026-03-12,LT.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.48,1.32,1,1,1,1
2026-03-24,LT.NS,1D,MEDIUM,BEARISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.54,1.5,0,0,0,0
2026-04-08,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.35,0.9,1,1,0,0
2026-04-08,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.45,1.26,0,0,0,0
2026-04-21,LT.NS,INTRADAY,MEDIUM,BULLISH,groq:llama-3.1-8b-instant,0.29,0.75,1,1,0,0
2026-04-21,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.38,1.06,0,0,0,0
2026-05-01,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.21,0.52,0,0,0,0
2026-05-01,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.27,0.73,1,1,1,1
2026-05-13,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.22,0.55,1,1,1,1
2026-05-13,LT.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.28,0.78,1,1,1,1
2026-05-25,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.2,0.49,0,1,0,0
2026-05-25,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.25,0.7,1,1,0,0
2026-06-04,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:meta/llama-3.1-8b-instruct,0.17,0.43,1,1,1,1
2026-06-04,LT.NS,1D,LOW,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.22,0.6,1,1,1,1
2026-06-16,LT.NS,INTRADAY,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.2,0.49,1,1,1,1
2026-06-16,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.25,0.69,1,1,0,1
2026-06-26,LT.NS,1D,MEDIUM,BULLISH,nvidia:nvidia/llama-3.3-nemotron-super-49b-v1,0.22,0.61,1,1,1,1
