record_type,source_system,publisher,entity,title,summary,link,published_at,search_keyword,primary_hits,matched_tags,secondary_hits,language,region,summary_kr,summary_source,collected_date,llm_keywords
news,naver_news,서울경제,Private Credit Market,꺼지지 않는 美사모신용 부실 불씨...2분기 개인 환매 요청 56%↑,미국 사모신용 시장을 둘러싼 우려가 이어지는 가운데 올 2분기 주요 사모신용 펀드의 개인투자자 환매 신청이 직전 분기보다 50% 이상 증가한 것으로 나타났다. 18일(현지 시간) 월스트리트저널(WSJ)이 투자은행(IB) 로버트...,https://www.sedaily.com/article/20057993?ref=naver,2026-06-20 08:28:00,사모신용,사모신용,"시장심리, 신용부실, 유동성_환매","환매, 환매 요청, 부실",ko,KR,"미국 사모신용 펀드에서 2분기 개인 환매 요청이 56% 증가했음. 대형 펀드 4곳에 120억 달러 규모의 환매 요청이 들어왔고, 자금 이탈 지속으로 업계 부담이 가중되고 있음.",body,2026-06-21,"환매, 블랙스톤"
news,naver_news,머니투데이,Private Credit Market,"이지스 ""상업용 부동산 사모대출 시장, 최대 45조원 규모로 커질 것""",보고서는 글로벌 사모대출 시장이 지난 15년간 약 5배 이상 성장해 지난해 3분기 기준 약 2조2000억원달러 규모에 이르렀다고 분석했다.△글로벌 금융위기 이후 은행권의 규제 강화로 인한 신용 공백 △장기 저금리...,https://www.mt.co.kr/stock/2026/06/19/2026061917172576673,2026-06-19 19:39:00,사모신용,사모대출,시장심리,위기,ko,KR,이지스자산운용은 정부 규제와 금융권 대출 여력 위축으로 인해 국내 상업용 부동산 사모대출 시장이 연간 최대 45조원 규모로 성장할 것이라고 전망했음. 이는 금융권 펀딩 갭을 메우고 늘어난 리파이낸싱 수요를 충족시키기 위함임.,body,2026-06-20,"부동산, 이지스자산운용"
news,naver_news,아시아경제,Private Credit Market,美 금융 숨겨진 부실 생각보다 많다?…사모신용 '위기 뇌관'될 수도,기관투자자들의 해외 사모대출 노출도가 낮기 때문이다. 일례로 국민연금의 지난해 사모신용 투자 잔액은 전체 운용자산의 0.7%에 그치며 한국투자공사(KIC)도 사모신용 자산 비중이 2~3% 수준인 것으로 알려졌다.,https://view.asiae.co.kr/article/2026061616014195756,2026-06-17 07:49:00,사모대출,사모신용,"시장심리, 신용부실","부실, 위기",ko,KR,"미국 사모신용 시장에서 차입 기업의 3분의 1이 이자도 못 갚는 등 건전성이 악화하고 있음. 펀드 자체 파산 가능성은 낮지만, 은행·생보사와 얽혀 금융시장 전반으로 리스크가 전이될 수 있다는 보고서가 나왔음.",body,2026-06-18,"부실, 리스크"
news,naver_news,연합인포맥스,Private Credit Market,美 사모신용 건전성 경고등…'숨은규모·연계성'에 시스템 리스크 우려,"[자본시장연구원] ◇""연쇄 부실 시 우량자산 투매…금융시스템 전체로 위기 번질 것"" 보고서는 사모대출의 특성상 평소에는 펀드 순자산가치(NAV)가 천천히 조정되겠지만, 차입기업의 건전성이 임계점을 넘어 급격히...",https://news.einfomax.co.kr/news/articleView.html?idxno=4420151,2026-06-16 09:28:00,사모대출,사모신용,"시장심리, 신용부실","부실, 위기",ko,KR,미국 사모신용 시장의 건전성에 경고등이 켜졌음. 고금리로 인한 차입기업의 수익성 악화와 연계성 증대로 시스템 리스크가 부각되고 있음.,body,2026-06-17,"시스템 리스크, 기업 부실"
news,naver_news,서울경제,Private Credit Market,"블랙록, 사모대출 펀드 환매 2분기 연속 5% 제한",세계 최대 자산운용사인 블랙록이 최근 인출 요구가 거세게 일고 있는 사모대출 펀드의 환매를 2분기 연속 제한했다. 블랙록의 자회사인 HPS인베스트먼트는 12일(현지 시간) 대표 사모대출 펀드인 ‘HPS기업대출펀드’...,https://www.sedaily.com/article/20055304?ref=naver,2026-06-13 04:47:00,사모대출,사모대출,유동성_환매,환매,ko,KR,"블랙록의 사모대출 펀드 HPS기업대출펀드가 2분기 연속 환매 요청을 5%로 제한했음. 최근 사모대출 펀드의 환매 요청이 증가하여 블랙스톤, 클리프워터 등도 환매 규모를 제한했음.",body,2026-06-13,"블랙록, 환매"
news,naver_news,아시아경제,"Blackstone, Private Credit Market","세계 최대 채권운용사 ""사모신용, 금융위기 불러올 가능성 없어""",투자운용사 블랙스톤이 자사 사모대출펀드 환매를 제한하는 등 사모크레딧 시장의 불안감이 커지는 가운데 최근 사모크레딧 리스크가 금융위기를 불러올 정도로 심각하지 않다는 의견이 나왔다. 로트피 카루이 핌코...,https://view.asiae.co.kr/article/2026060816185320540,2026-06-08 16:18:00,사모대출,사모신용,"시장심리, 운용사_블랙스톤, 유동성_환매","블랙스톤, 환매, 불안, 위기",ko,KR,"핌코 전략가 로트피 카루이는 사모크레딧 시장 내 직접 대출 리스크는 존재하나 2008년 금융위기 수준은 아니라고 진단했음. 다만 직접대출 비중을 줄이고 자산담보금융(ABF), 상업용 부동산(CRE) 자산에 주목할 것을 제언했음.",body,2026-06-09,"PIMCO, 사모크레딧, 금융위기"
news,naver_news,한국경제,Private Credit Market,美 사모대출 운용사 대출 기준 강화한다,사모 대출을 취급하는 운용사들이 공격적 경쟁에서 벗어나 대출 기준을 강화하고 있다. 부실 우려로 투자자의 자금 이탈 속도가 빨라지는 데 따른 것이다. 4일(현지시간) 월스트리트저널(WSJ)에 따르면 사모 대출업계는...,https://www.hankyung.com/article/2026060502051,2026-06-05 17:33:00,사모대출,사모대출,"시장심리, 신용부실, 유동성_환매","자금 이탈, 부실",ko,KR,미국 사모대출 운용사들이 경쟁 심화와 자금 이탈 가속화로 대출 기준을 강화하고 있음. 부실 우려가 투자자들의 자금 인출을 촉진했음.,rss_summary,2026-06-06,"대출 기준, 자금 이탈"
news,naver_news,뉴시스,"Blackstone, Private Credit Market",돈 빼려 했더니 절반만 돌려줬다…블랙스톤 사모대출펀드 첫 환매 제한,미국 대형 투자회사 블랙스톤이 개인 투자자용 사모대출펀드에서 처음으로 환매를 일부 제한했다. 기업 대출을 담은 비상장 투자상품에서 돈을 빼려는 요청이 분기 한도의 두 배 수준까지 몰린 데 따른 것이다....,https://www.newsis.com/view/NISX20260605_0003658018,2026-06-05 15:01:00,사모대출,사모대출,"운용사_블랙스톤, 유동성_환매","블랙스톤, 환매, 환매 제한",ko,KR,"블랙스톤의 개인 투자자용 사모대출펀드 BCRED에서 첫 환매 제한 조치가 있었음. 4~6월 분기에 순자산의 10%에 달하는 환매 요청이 들어왔으나, 분기 환매 한도인 5%까지만 지급했음. 일본 개인 투자자에게도 판매된 이 펀드는 지난해 가을부터 환매 요청이 증가했음.",body,2026-06-06,"블랙스톤, BCRED, 환매 제한"
news,naver_news,서울경제,"Blackstone, Private Credit Market","블랙스톤 사모대출 환매 5% 제한했는데 주가 상승 이유는...월가, 펀드런 완화 기대",금융위기의 잠재적 뇌관으로 지목됐던 사모대출 부문이 환매 요청 둔화로 안정을 찾고 있다는 기대가 월가에 확산하고 있다. 올초 개인투자자들의 환매 요청에 일일이 대응했던 사모펀드 운용사들이 최근 잇따라 한도...,https://www.sedaily.com/article/20052231?ref=naver,2026-06-05 14:30:00,사모대출,사모대출,"시장심리, 운용사_블랙스톤, 유동성_환매","블랙스톤, 환매, 환매 요청, 펀드런, 위기",ko,KR,블랙스톤 등 사모대출 운용사들이 환매 요청 제한을 강화했음. 이는 펀드런 완화 기대감을 높여 관련 운용사 주가 상승으로 이어졌음.,body,2026-06-08,"블랙스톤, 환매"
news,naver_news,한국경제,"Blackstone, Private Credit Market","美 사모대출 시장, 긴축 모드 돌입…금리 올리고 수수료 확대",최근 몇 달 동안 개인 투자자들은 사모대출 펀드가 보유한 기초자산의 건전성에 대한 우려를 제기하며 수십억 달러 규모의 자금을 회수했다. 블랙스톤이 운용하는 세계 최대 사모대출 펀드인 BCRED에서 올해 2분기에만...,https://www.hankyung.com/article/202606059263i,2026-06-05 11:57:00,사모대출,사모대출,"시장심리, 운용사_블랙스톤","BCRED, 블랙스톤",ko,KR,미국 사모대출 시장이 긴축 모드로 전환했음. 금리를 올리고 수수료를 확대하는 추세임.,rss_summary,2026-06-06,"금리, 수수료"
news,naver_news,이데일리,"Blackstone, Private Credit Market",블랙스톤도 사모대출펀드 환매 5%로 제한,사모대출 시장 유동성 우려로 세계 최대 대체투자 운용사 블랙스톤이 사모대출펀드 환매 상한을 5%로 제한했다. 블랙스톤 (사진=AFP) 블랙스톤은 4일(현지시간) 올 2분기 사모대출 펀드(BCRED)에 대해 전체 펀드 지분의 약...,https://www.edaily.co.kr/news/newspath.asp?newsid=02551846645478768,2026-06-05 07:00:00,사모대출,사모대출,"시장심리, 운용사_블랙스톤, 유동성_환매","BCRED, 블랙스톤, 환매, 유동성",ko,KR,블랙스톤은 2분기 사모대출 펀드(BCRED)에서 10% 환매 요청이 있었으나 내부 규정에 따라 5%로 제한했음. 이는 1분기 환매 요청 규모 증가에 따른 조치로 보임.,body,2026-06-05,"블랙스톤, BCRED, 환매"
news,naver_news,머니투데이,"Blackstone, Private Credit Market","다시 드리운 사모신용 그림자...블랙스톤, 환매 5% 제한",글로벌 사모대출 시장을 둘러싼 건전성 우려가 가중되는 가운데 월가의 대표적 투자운용사인 블랙스톤이 사모대출펀드 환매를 제한하고 나섰다. 블랙스톤은 4일(현지시간) 투자자 서한을 통해 자사의 대표 사모대출...,https://www.mt.co.kr/world/2026/06/05/2026060502004425981,2026-06-05 02:06:00,사모대출,사모신용,"시장심리, 운용사_블랙스톤, 유동성_환매","블랙스톤, 환매",ko,KR,글로벌 사모대출 시장 건전성 우려 속 블랙스톤이 사모대출펀드 환매를 5%로 제한했음. 클리프워터 역시 환매 한도를 5%로 조였음.,body,2026-06-05,"블랙스톤, 환매"
news,naver_news,아시아경제,"Blackstone, Private Credit Market",블랙스톤도 손 들었다…사모대출 펀드 첫 인출 제한,세계 최대 대체투자 운용사인 블랙스톤이 대표 사모대출(private credit) 펀드의 투자자 인출을 처음으로 제한했다. 경기 둔화와 대출 부실 가능성에 개인투자자들의 자금 회수 움직임이 이어지면서 2조달러 규모 사모대출...,https://view.asiae.co.kr/article/2026060423544652824,2026-06-04 23:54:00,사모대출,사모대출,"신용부실, 운용사_블랙스톤","블랙스톤, 부실",ko,KR,블랙스톤이 사모대출 펀드의 투자자 인출을 처음으로 제한했음. 경기 둔화와 대출 부실 우려로 자금 회수 움직임이 커지면서 2조달러 규모 사모대출 시장 전반으로 우려가 확산되고 있음.,body,2026-06-05,"블랙스톤, Bcred, 인출 제한"
news,naver_news,연합인포맥스,Private Credit Market,"사모대출 리스크, 사모펀드로 전이되나…스위스 파트너스그룹 환매제한",파트너스 그룹의 이번 조치는 최근 몇 달간 미국 사모 대출(Private Credit) 시장을 뒤흔들었던 자금 이탈 압력이 사모펀드(Private Equity) 자산군으로까지 전이되고 있음을 보여주는 신호로 해석된다. 업계 전문가들은...,https://news.einfomax.co.kr/news/articleView.html?idxno=4418259,2026-06-04 11:24:00,사모대출,사모대출,유동성_환매,"환매, 자금 이탈",ko,KR,유럽 최대 대체자산 운용사인 파트너스 그룹이 사모펀드 환매를 제한했음. 이는 사모 대출 시장의 자금 이탈 압력이 사모펀드로 번지고 있다는 신호로 해석되며 주가 급락을 초래했음.,body,2026-06-05,"사모펀드, 환매, 파트너스 그룹"
news,naver_news,이데일리,Private Credit Market,"美사모대출 펀드 공포 지속…클리프워터, 17% 환매 요청",사모대출 부실화 위험 우려가 지속되면서 2분기에도 ‘펀드런’이 이어지고 있다. 2일(현지시간) 블룸버그통신에 따르면 대체투자 전문 운용사 클리프워터는 이날 투자자 서한에서 주력 사모대출 펀드에 대한 2분기...,https://www.edaily.co.kr/news/newspath.asp?newsid=01925366645478112,2026-06-03 08:41:00,사모대출,사모대출,"시장심리, 신용부실, 유동성_환매","환매, 환매 요청, 펀드런, 공포, 부실",ko,KR,"클리프워터 주력 사모대출 펀드에 2분기 17% 환매 요청이 접수되었으며, 회사는 환매 한도를 5%로 제한했음. 이는 직전 분기 14% 환매 요청보다 늘어난 수치임.",body,2026-06-04,"환매, 클리프워터"
news,naver_news,연합뉴스,Private Credit Market,美사모대출 펀드 환매압박 지속…클리프워터 17% 환매요청,1분기 이어 10%대 환매요청 접수…규정대로 5%만 환매 수용 이지헌 특파원 = 사모대출의 부실화 위험 우려가 여전히 남은 가운데 2분기 들어서도 사모대출 투자펀드로부터 돈을 되찾으려는 투자자들의 환매 요청이...,https://www.yna.co.kr/view/AKR20260603009600072?input=1195m,2026-06-03 06:17:00,사모대출,사모대출,"시장심리, 신용부실, 유동성_환매","환매, 환매 요청, 부실",ko,KR,"클리프워터 사모대출 펀드에서 2분기 17% 환매 요청이 접수되었음. 환매 요청 규모가 1분기 14%보다 증가했으며, 펀드는 규정상 5%만 환매를 수용했음.",body,2026-06-03,"펀드, 환매"
news,naver_news,뉴스1,Private Credit Market,"당국 ""관리 가능""하다지만…사모대출 몸 사리는 기관들","사진=뉴스1미국발 사모대출 부실 우려가 국내 금융시장 리스크로 떠올랐지만, 금융당국은 관리 가능한 수준으로 평가했다. 다만 투자 집중도가 높은 일부 기관을 중심으로 신규 투자에 몸을 사리는 분위기가 확산하는...",https://news.mtn.co.kr/news-detail/2026060116230822943,2026-06-01 16:32:00,사모대출,사모대출,"시장심리, 신용부실","부실, 위기",ko,KR,금융당국은 미국발 사모대출 부실 우려를 관리 가능하다고 평가했음. 그러나 일부 기관은 신규 투자에 신중한 태도를 보이고 있음. 보험권은 20조6000억원의 해외 사모대출 잔액으로 가장 많음.,body,2026-06-02,"금융기관, 부실"
news,naver_news,서울경제,Private Credit Market,"“30조 해외 사모대출, 지속 모니터링 필요”",나이스신용평가(나신평)는 부실 리스크가 확대될 수 있는 일부 금융회사에 대한 선별적 관리가 필요하다고 지적했다. 특히 보험업권의 해외 사모대출 규모는 20조 6000억 원으로 전체 금융권 익스포저의 67.4%를...,https://www.sedaily.com/article/20049778?ref=naver,2026-05-29 15:10:00,사모신용,사모대출,신용부실,부실,ko,KR,"금융당국은 해외 사모대출 리스크가 관리 가능한 수준으로 평가했으나, 나이스신용평가는 투자 집중도가 높은 일부 금융회사에 대한 지속적인 점검이 필요하다고 경고했음. 국내 금융권 해외 사모대출 잔액은 30.5조 원이며, 특히 보험업권 비중이 높았음.",body,2026-05-30,"리스크, 금융회사"
news,naver_news,연합인포맥스,"Apollo, Blackstone, Private Credit Market","AI發 증시폭등이 부메랑…UBS ""사모신용 부도율 10% 전망""","무디스에 따르면 글로벌 은행권이 사모신용 시장에 대출해 준 자금만 해도 지난해 기준 3천억 달러에 달한다. KKR과 골드만삭스, 아폴로, 블랙록, 블랙스톤 등 월가의 초대형 자산운용사들은 리테일 채널과 결합해 일반...",https://news.einfomax.co.kr/news/articleView.html?idxno=4417468,2026-05-29 12:18:00,사모대출,사모신용,"운용사_기타, 운용사_블랙스톤","블랙스톤, 아폴로",ko,KR,AI 열풍 속 사모신용 시장이 부메랑을 맞을 수 있다는 전망이 나왔음. AI로 인한 소프트웨어 기업 몰락과 고금리 장기화로 사모신용 부도율이 최대 10%까지 급등할 수 있다는 경고임.,body,2026-05-30,"부도율, AI"
news,naver_news,이데일리,Private Credit Market,[마켓인]국내 금융권 해외 사모대출 ‘30.5조’…보험·증권사 부실 뇌관 째깍,해외 사모대출 시장에 드리운 부실 공포가 국내 금융권으로 번지고 있다. 개방형 사모대출펀드의 환매 중단 사태와 주력 투자처인 소프트웨어(SaaS) 업체의 재무 악화가 맞물리면서 막대한 자금을 쏟아부은 국내...,https://www.edaily.co.kr/news/newspath.asp?newsid=05480886645453512,2026-05-28 18:28:00,사모대출,사모대출,"시장심리, 신용부실, 유동성_환매","환매, 공포, 부실",ko,KR,국내 금융권의 해외 사모대출 잔액이 30조 5000억원에 달했음. 고수익을 좇았으나 시장 취약성 부각으로 부실 뇌관으로 작용할 수 있다는 우려가 커지고 있음.,body,2026-05-31,"부실, 보험사"
news,naver_news,한국경제,Private Credit Market,"KBRA ""사모대출 부실 우려 과잉…신용등급 변동성 크지 않아""[ASK 2026]","“글로벌 사모대출 시장의 급성장을 두고 일각에서 부실화 우려를 제기하고 있지만, 과장된 해석입니다.” 피터 코놀리 크롤본드신용평가(KBRA) 매니징 디렉터는 27일 서울 여의도 콘래드호텔에서 열린 ‘ASK 2024 글로벌...",https://www.hankyung.com/article/202605272431r,2026-05-27 18:55:00,사모대출,사모대출,"시장심리, 신용부실",부실,ko,KR,KBRA 매니징 디렉터는 글로벌 사모대출 시장의 부실화 우려가 과장되었다고 평가했음. 신용등급 변동성은 크지 않을 것이라고 전망했음.,rss_summary,2026-05-28,"부실, KBRA"
news,naver_news,한국경제,Private Credit Market,이건존스 “사모대출 시장 여전히 매력적…신용위기는 과도한 우려”[ASK2026],그는 사모대출 시장의 ‘골디락스(Goldilocks)’ 환경이 당분간 이어질 것으로 내다봤다. 그는 “자본 수요는 여전히 강하고 은행들은 ALM(자산·부채 관리) 규제 때문에 대출을 무한정 늘릴 수 없다”며 “현재 미국...,https://www.hankyung.com/article/202605272222r,2026-05-27 18:54:00,사모대출,사모대출,시장심리,위기,ko,KR,이건존스는 사모대출 시장이 당분간 '골디락스' 환경을 이어갈 것으로 전망했음. 그는 자본 수요 강세와 은행의 대출 제한으로 시장 매력이 유지될 것이라며 신용위기에 대한 우려가 과도하다고 분석했음.,rss_summary,2026-05-28,"골디락스, 신용위기"
news,naver_news,한국경제,"Ares, Private Credit Market","""사모신용, 전통 은행 '틈새' 노린다…상업용부동산·자산담보금융 유망"" [ASK 2026]",이러한 공백을 사모신용이 채울 수 있습니다.“ 세계 최대 사모신용 운용사인 아레스매니지먼트의 윌 박 매니징디렉터는 27일 서울 여의도 콘래드호텔에서 열린 ‘ASK 2026 상반기 글로벌 대체투자 콘퍼런스’에서 이같이...,https://www.hankyung.com/article/202605272210r,2026-05-27 18:54:00,사모신용,사모신용,운용사_기타,아레스,ko,KR,사모신용이 전통 은행의 틈새 시장을 공략하며 상업용 부동산 및 자산담보금융 분야에서 성장 기회를 모색하고 있음. 아레스매니지먼트의 윌 박 매니징디렉터는 이러한 시장 전망을 제시했음.,rss_summary,2026-05-28,"상업용부동산, 자산담보금융"
news,naver_news,한국경제,"Ares, Private Credit Market","""사모신용, 전통 은행 '틈새' 노린다…상업용부동산·자산담보금융 유망...",이러한 공백을 사모신용이 채울 수 있습니다.“ 세계 최대 사모신용 운용사인 아레스매니지먼트의 윌 박 매니징디렉터는 27일 서울 여의도 콘래드호텔에서 열린 ‘ASK 2026 상반기 글로벌 대체투자 콘퍼런스’에서 이같이...,https://www.hankyung.com/article/202605272210r,2026-05-27 18:54:00,사모신용,사모신용,운용사_기타,아레스,ko,KR,사모신용펀드가 전통 은행의 틈새 시장을 공략하며 유망 투자처로 떠오름. 상업용부동산 및 자산담보금융 분야에서 새로운 기회를 모색하고 있음.,rss_summary,2026-05-30,"상업용부동산, 자산담보금융"
news,naver_news,한국경제,Private Credit Market,이건존스 “사모대출 시장 여전히 매력적…신용위기는 과도한 우려”[A...,그는 사모대출 시장의 ‘골디락스(Goldilocks)’ 환경이 당분간 이어질 것으로 내다봤다. 그는 “자본 수요는 여전히 강하고 은행들은 ALM(자산·부채 관리) 규제 때문에 대출을 무한정 늘릴 수 없다”며 “현재 미국...,https://www.hankyung.com/article/202605272222r,2026-05-27 18:54:00,사모대출,사모대출,시장심리,위기,ko,KR,이건스톤의 이건스톤 대표는 사모대출 시장이 여전히 매력적이라며 신용위기에 대한 과도한 우려를 표했음. 그는 자본 수요 강세와 은행 대출 제한으로 사모대출 시장의 골디락스 환경이 당분간 지속될 것으로 전망했음.,rss_summary,2026-05-30,"골디락스, 신용위기"
news,naver_news,한국경제,Private Credit Market,"사모대출은 불안하다? 파트너스그룹 ""구조와 투자자를 봐야""[ASK 2026]","""사모대출이 위험하다는 헤드라인이 쏟아지고 있는데요, 사모대출 자체가 문제가 아니라 누구에게 어떻게 팔았느냐를 봐야합니다."" 앤드류 벨리스(Andrew Bellis) 파트너스 그룹 사모대출 부문 대표(파트너)는 27일 서울...",https://www.hankyung.com/article/202605272024r,2026-05-27 18:53:00,사모대출,사모대출,시장심리,불안,ko,KR,앤드류 벨리스 파트너스 그룹 사모대출 부문 대표는 사모대출 자체가 위험한 것이 아니라 구조와 투자자를 봐야 한다고 강조했음. 이는 헤드라인에서 쏟아지는 사모대출 위험론에 대한 반박임.,rss_summary,2026-05-28,"파트너스그룹, 투자자"
news,naver_news,한국경제,Private Credit Market,"티케하우캐피탈 ""사모대출 시장 경고등…세컨더리 투자 주목해야""[ASK 2026]",“고금리 장기화로 직접대출 시장의 스트레스가 누적되는 현시점이야말로 하방 위험을 방어하고 유동성을 확보할 수 있는 사모대출 세컨더리 투자의 최적기입니다.” 기욤 노커만 티케하우캐피탈 사모대출 세컨더리...,https://www.hankyung.com/article/202605271720r,2026-05-27 18:52:00,사모대출,사모대출,유동성_환매,유동성,ko,KR,고금리 장기화로 사모대출 시장 스트레스가 누적되는 현시점에 하방 위험 방어 및 유동성 확보를 위한 세컨더리 투자가 최적기라는 의견임.,rss_summary,2026-05-28,"티케하우캐피탈, 세컨더리 투자"
news,naver_news,한국경제,Private Credit Market,"티케하우캐피탈 ""사모대출 시장 경고등…세컨더리 투자 주목해야""[ASK 20...",“고금리 장기화로 직접대출 시장의 스트레스가 누적되는 현시점이야말로 하방 위험을 방어하고 유동성을 확보할 수 있는 사모대출 세컨더리 투자의 최적기입니다.” 기욤 노커만 티케하우캐피탈 사모대출 세컨더리...,https://www.hankyung.com/article/202605271720r,2026-05-27 18:52:00,사모대출,사모대출,유동성_환매,유동성,ko,KR,티케하우캐피탈은 고금리 장기화로 사모대출 시장에 스트레스가 누적되고 있다고 진단했음. 이에 하방 위험 방어 및 유동성 확보를 위해 사모대출 세컨더리 투자가 최적기라고 강조했음.,rss_summary,2026-05-30,"티케하우캐피탈, 세컨더리 투자"
news,naver_news,한국경제,"Ares, Private Credit Market",美보다 수요 크고 경쟁 덜해…아시아는 사모대출 '기회의 땅'[ASK 2026],"""아시아 사모대출 시장은 자본의 희소성, 꾸준한 수요로 인해 수익 기회가 계속 생길 것입니다."" 미국 사모대출 업계 대표 운용사인 아레스매니지먼트의 얀파울 코바르크 파트너는 27일 서울 여의도 콘래드호텔에서...",https://www.hankyung.com/article/202605271044r,2026-05-27 18:46:00,사모대출,사모대출,운용사_기타,아레스,ko,KR,아시아 사모대출 시장은 자본 희소성과 꾸준한 수요로 인해 수익 기회가 계속 생길 것이라는 전망이 나왔음. 미국 사모대출 업계 대표 운용사의 파트너가 밝힌 내용임.,rss_summary,2026-05-28,"아시아, 기회"
news,naver_news,한국경제,"Ares, Private Credit Market","""은행이 못 채운 공백, 사모대출이 메울 것""",이런 공백을 사모신용이 채울 수 있습니다.” 세계 최대 사모신용 운용사인 아레스매니지먼트의 윌 박 매니징디렉터는 27일 서울 여의도 콘래드호텔에서 열린 ‘ASK 2026 글로벌 대체투자 콘퍼런스’에서 이같이 말했다. 박...,https://www.hankyung.com/article/2026052724901,2026-05-27 17:38:00,사모신용,사모대출,운용사_기타,아레스,ko,KR,은행이 채우지 못한 금융 공백을 사모신용이 메울 것으로 전망됨. 아레스매니지먼트의 윌 박 매니징디렉터는 사모신용이 이 공백을 채울 수 있다고 언급했음.,rss_summary,2026-05-28,"금융 공백, 대체투자"
news,naver_news,헤럴드경제,Private Credit Market,ECB “사모대출에 기댄 AI붐 꺼지면 유로존 전역에 금융위기”,ECB는 최근 사모대출에 기댄 인공지능(AI) 붐이 유로존에 금융위기를 불러올 위험 요인이 됐다고 지적했다. [게티이미지] 유럽중앙은행(ECB)이 사모대출을 활용한 인공지능(AI) 붐이 유로화를 사용하는 21개국 전역에...,https://biz.heraldcorp.com/article/10756908?ref=naver,2026-05-27 11:28:00,사모대출,사모대출,시장심리,위기,ko,KR,ECB는 사모대출 활용 AI 붐이 유로존 전역에 금융 위기를 초래할 수 있다고 경고했음. AI 거품 붕괴 시 투자자 손실 및 유로존 보험사와 연기금의 자산 가치 하락 위험이 있다고 분석했음.,body,2026-05-28,"ECB, AI, 유로존"
news,naver_news,연합뉴스,Private Credit Market,"ECB ""사모대출 불투명성·파급효과는 여전히 우려""","""현재로선 사모대출이 유로존 금융안정 위협 가능성은 작아"" ""시장심리 급변시 유로존 연기금·보험사 자산 4∼6% 손실 위험"" 사모대출에 기댄 현 인공지능(AI) 붐이 유로존(유로화 사용 21개국) 전역에 금융 위기를 불러올...",https://www.yna.co.kr/view/AKR20260527056700009?input=1195m,2026-05-27 10:31:00,사모대출,사모대출,"시장심리, 신용부실","위기, 손실",ko,KR,"유럽중앙은행(ECB)은 사모대출이 AI 붐 자금원으로 급격히 확대되며 금융 위기를 불러올 위험 요인으로 떠오르고 있다고 경고했음. 자료 부족과 불투명성 때문에 전체 위험 평가가 어렵고, 시장 심리 악화 시 광범위한 시장으로 금융 스트레스가 번질 수 있다고 지적했음.",body,2026-05-28,"ECB, AI"
news,naver_news,매일경제,Private Credit Market,"해외 사모대출 56조원 …""관리 가능한 수준""",금융감독원 투자현황 점검 금융권 총 자산 대비 1% 안팎 미국발 사모대출 부실 우려가 이어지는 가운데 국내 금융권과 주요 연기금·공제회에서 투자한 해외 사모대출 잔액이 56조원에 육박한 것으로 나타났다....,https://www.mk.co.kr/article/12058081,2026-05-26 18:02:00,사모대출,사모대출,"시장심리, 신용부실",부실,ko,KR,"국내 금융권, 연기금, 공제회의 해외 사모대출 규모는 2026년 2월 말 기준 55조 9천억 원임.
정부는 총자산 대비 비중, IT 업종 및 개방형 투자 비중이 낮아 리스크 관리 가능하다고 평가했음.",body,2026-05-27,
news,naver_news,머니투데이,Private Credit Market,"금투업계, 해외 사모대출 투자 3조 수준…펀드 손실사례도 없어",올초 미국발 사모대출 부실 우려가 국내 증권업계의 리스크로 떠올랐으나 정부는 관리 가능한 수준으로 평가했다. 현재까지 사모대출 펀드 관련 손실이 발생한 사례도 없는 것으로 파악된다. 26일 금융당국에 따르면 지난...,https://www.mt.co.kr/stock/2026/05/26/2026052610535245916,2026-05-26 15:54:00,사모대출,사모대출,"시장심리, 신용부실","부실, 손실",ko,KR,"금융투자업계의 해외 사모대출 투자 규모는 3조원 미만으로 관리 가능하며, 펀드 손실 사례도 아직 없음을 확인함.
정부는 해외 사모대출 현황을 지속적으로 살피고 부처 간 협력체계를 유지하며 대응할 방침임.",body,2026-05-27,
news,naver_news,이데일리,Private Credit Market,금융권 해외 사모대출 투자액 30.5조원…총 자산의 0.4% 그쳐,"올해 금융권의 해외 사모대출 투자 규모가 소폭 감소했다. 지난해 말 불거진 부실 리스크에 금융권이 투자를 줄인 것으로 풀이되고 있다. 26일 재정경제부, 금융위원회, 금융감독원의 합동 자료에 따르면 올해...",https://www.edaily.co.kr/news/newspath.asp?newsid=03073366645452856,2026-05-26 12:03:00,사모대출,사모대출,신용부실,부실,ko,KR,"2월 금융권 해외 사모대출 투자액은 30.5조원으로 총 자산의 0.4%에 그쳤음.
환매 급증에 따른 유동성 리스크는 크지 않다고 분석되었음.",body,2026-05-27,
news,naver_news,아시아경제,Private Credit Market,"국내 금융권 등 해외 사모대출 56조…당국 ""시스템 리스크 가능성 낮아""",미국발 사모대출 부실에 대한 우려가 지속되고 있는 가운데 국내 금융권과 연기금 등이 투자한 해외 사모대출 규모가 약 56조원에 이르는 것으로 나타났다. 정부는 국내 기관들의 투자 자산 내 관련 비중이 낮고...,https://view.asiae.co.kr/article/2026052611385718194,2026-05-26 12:00:00,사모대출,사모대출,"시장심리, 신용부실",부실,ko,KR,"국내 금융권 등 해외 사모대출 규모 56조원으로 조사됐음.
당국은 총자산 대비 비중이 낮고 리스크 우려도 크지 않아 시스템 리스크 가능성은 낮다고 판단했음.",body,2026-05-27,
